"","X","year","semi_final","semi_draw_position","final_draw_position","country","artist_name","song_name","language","style","gender","main_singers","final_televote_points","final_jury_points","final_televote_votes","final_jury_votes","final_place","lyrics","youtube_url"
"309",485,2010,"1","1",4,"Moldova","SunStroke Project and Olia Tira","Run Away","English","Pop","Mix",2,28,33,NA,NA,22,"Oh... forget, let me breathe, let me live\nJust run away from my mind\nOh... forgive, I don't need, I won't breathe\nJust get away from my life\n\nYou've lost one and all, so fly away\nOver the clouds, under the sky\nNever come back and run away\nWith all your might, give up you\n\nI don't believe anymore your shallow heart\nI know that it's you who chose to play this trick\nI'll never forgive you, not for anything\nAnd now you are left with nothing\n\nOh... forget, let me breathe, let me live\nJust run away from my mind\nOh... forgive, I don't need, I won't breathe\nJust get away from my life\n\nOh... forget, let me breathe, let me live\nJust run away from my mind\nOh... forgive, I don't need, I won't breathe\nJust get away from my life\n\nThere's no other time to making happiness\nYou have mistaken\nWe have no progressive future\nI know your lying nature\n\nThere's no other time to making happiness\nYou have mistaken\nWe have no progressive future\nI know your lying nature\n\nOh... forget, let me breathe, let me live\nJust run away from my mind\nOh... forgive, I don't need, I won't breathe\nJust get away from my life\n\nOh... forget, let me breathe, let me live\nJust run away from my mind\nOh... forgive, I don't need, I won't breathe\nJust get away from my life","https://youtube.com/watch?v=C-VMHOlCyW8"
"310",486,2010,"1","2",20,"Russia","Peter Nalitch and Friends","Lost and Forgotten","English","Ballad","Male",1,107,63,NA,NA,11,"Would you believe, Lord of Mercy?\nWould you be so... Lord, Lord?\nI wanna love her now\nAnd I wanna feel that now with all...\nAll of those kisses and sweet embraces\n\nHere am I, lost and forgotten\nFor this cruel, cruel time\nWhen I'm first time in love\n(Now that is why)\nNow that is why I say Lord of Mercy\nAnd I hope now that you hear me\nOh yeah...\n\n(What are you doing man?)\nI'm looking at her photos\nWhat should I do with them?\n(Drop them into the fire)\nOh, yes, yes, I gonna burn 'em now\n'Cause I have to forget her now with all...\nAll of those kisses and sweet embraces\n\nHere am I, lost and forgotten\nFor this cruel, cruel time\nWhen I'm first time in love\n(Now that is why)\nNow that is why I say Lord of Mercy\nAnd I hope now that you hear me\nOh...\n\n(Here am I, lost and forgotten)\n(For this cruel, cruel time)\n(First time in love)\n(Now that is why)\nNow that is why I say Lord of Mercy\nAnd I hope now that you hear me\nOh, bring her back to me","https://youtube.com/watch?v=IOB7uaWuRyc"
"311",491,2010,"1","7",8,"Serbia","Milan Stankovic","Ovo je Balkan","Serbian","Pop","Male",1,110,37,NA,NA,13,"Ej… Ljubice, Ljubice\nPraviš mi, Ljubice, zazubice\nEj… stisni me, kisni me\nLjubice, na grudi, pritisni me\n\nLjubiš me k'o balavica, nije te sram\nBeograd, Beograd, ja bezobrazan\nNe jednom, ne dvaput, tri puta me\nBeograd, Beograd, tri puta, po naški je\n\nBalkan, Balkan, Balkan, ovo je Balkan, come on\nHop, hop, hop, ovo je Balkan, come on\nHop, hop, hop, ovo je Balkan, come on\nHop, hop, hop, ovo je Balkan, come on\nHop, hop, hop, ovo je Balkan, come on\n\nEj… Ljubice, Ljubice\nGrudi ti, Ljubice, haubice\n\nLjubiš me k'o balavica, nije te sram\nBeograd, Beograd, ja bezobrazan\nNe jednom, ne dvaput, tri puta me\nBeograd, Beograd, tri puta, po naški je\n\nBalkan, Balkan, Balkan, ovo je Balkan, come on\nHop, hop, hop, ovo je Balkan, come on\nHop, hop, hop, ovo je Balkan, come on\nHop, hop, hop, ovo je Balkan, come on\nHop, hop, hop, ovo je Balkan, come on\n\nSamo malo, samo malo, samo malo, samo malo\nSamo malo, samo malo, samo malo, samo malo\nSamo malo, samo malo mu ga daj\n\nLjubiš me k'o balavica, nije te sram\nBeograd, Beograd, ja bezobrazan\nNe jednom, ne dvaput, tri puta me\nBeograd, Beograd, tri puta, po naški je","https://youtube.com/watch?v=TBwWB3kKd6o"
"312",492,2010,"1","8",6,"Bosnia and Herzegovina","Vukasin Brajic","Thunder and Lightning","English","Rock","Male",1,NA,NA,NA,NA,17,"Say just one more word\nAnd you will make it end\nAnd I will leave this place\nOnly anger will remain\nAnd it doesn't seem to me\nWe're each other's better side\nThese days\n\nThis is the time to melt the ice\nOff our lips and off our hearts\nThunder and lightning holding hands\nLet's overcome the past\n\nThe drought is all around\nBut if we start breathing together\nWe can bring the rain down\nFor a dream, for a brand new day\nTo wash away our sins\nAnd carry them away\n\nThis is the time to melt the ice\nOff our lips and off our hearts\nThunder and lightning holding hands\nLet's overcome the past\nWe have to do it fast\n\nThis is the time (to melt the ice)\n(Off our lips and off our hearts) Off our hearts\n(Thunder and lightning holding hands)\nThunder and lightning\n(Let's overcome the past)\n(We have to do it fast)\n\nIn this crazy world\nIn this crazy world\nJust you and I\n\nSay just one more word\nAnd everything will end, everyone will leave","https://youtube.com/watch?v=wgPtHtmSFec"
"313",494,2010,"1","10",7,"Belgium","Tom Dice","Me and My Guitar","English","Pop","Male",1,76,185,NA,NA,6,"People always say:\n""Tom, this has gone too far""\nBut I'm not afraid to chase my dreams\nJust me and my guitar\n\nAnd no one may ever know\nThe feelings inside my mind\n'Cause all of the lines I ever write\nAre running out of time\n\nSo maybe I should get a nine to five\nBut I don't wanna let it go\nThere's so much more to life\n\nTell me that I got it wrong\nTell me everything will be okay\nBefore I fall\nAnd tell me they'll play my songs\nTell me they'll sing the words I'll say\nWhen darkness falls\nThen all of the stars will see\nJust me and my guitar\nMmm...\n\nI'm sure that I'll find my way\n'Cause I'm not afraid to try\nBut even a world of love and hope\nCan't guarantee that price\n\nSo maybe I can get a nine to five\nBut I don't wanna let it go\nThere's so much more to life\n\nNo... tell me that I got it wrong\nTell me everything will be okay\nAnd before I fall\nNo, no... tell me they'll play my songs\nAnd tell me they'll sing the words I say\nWhen darkness falls\nThen all of the stars will see\nJust me and my guitar, oh oh...\n\nMe and my guitar, mmm... mmm...","https://youtube.com/watch?v=Nk1UAXlfBUA"
"314",496,2010,"1","12",15,"Albania","Juliana Pasha","It's All About You","English","Pop","Female",1,35,97,NA,NA,16,"You are the one, you give me that something I need\nIt's me, and I'm calling\nYou are the one, making it easy to be\nIn love with you I'm falling\n\nWe been down\nBut don't you know we been down here\nAnd I feel it, even now\nTime that we make a deal and seal it\n\nIt's all about you, the things that I do\nThe rest of the world don't understand me\nYou're all that I dream, everything that I need\n'Cause when you are gone, I feel so empty\n\nIt's all in the way you look at me\nYou're driving me crazy\nIt's all about you, all the things that I do\nYou are my life, 'cause you make it amazing\n\nI'm the one, who doesn't know how to say no\nTo you I'm so easy\nI'm the one, who's letting my ego just go\nFor you complete me\n\nWe've been down\nBut something tells me it's only getting better\nSo stick around, I wanna know what it feels like\nForever and ever\n\nIt's all about you, the things that I do\nThe rest of the world don't understand me\nYou're all that I dream, everything that I need\n'Cause when you are gone, I just feel empty\n\nIt's all in the way you look at me\nYou're driving me crazy\nIt's all about you, all the things that I do\nYou are my life 'cause you make it amazing\n\nI'm never alone with the loving you give me\nWherever I go, I'm hoping you miss me\nDon't wanna ever go back\nNever ever go back\nOh, baby you're my destiny, oh yeah\n\nIt's all about you, the things that I do\nThe rest of the world don't understand me\nYou're all that I dream, everything that I need\n'Cause when you are gone, I just feel empty\n\nIt's all in the way you look at me\nYou're driving me crazy\nIt's all about you, all the things that I do\nYou are my life, 'cause you make it amazing, oh yeah\n\nIt's all about you","https://youtube.com/watch?v=3ZLlQE8ICno"
"315",497,2010,"1","13",11,"Greece","Giorgos Alkaios and Friends","OPA","Greek1","Pop","Male",1,152,110,NA,NA,8,"Opa!\nOpa, opa!\n\nEkapsa to hthes, nihtes mu palyes\nThripsala i anamnisis eyinan gi aftes\nMnimes ke fones adhikes ifhes\nKi afisa se mya gonia anihtes pliyes\n\nEkapsa to hthes nihtes mu palyes\nOnira ke efialtes rihno stis fotyes\nDhakria kafta psemmata polla\nMyazun sa vuvi tenia pu dhen vlepo pya\n\nOpa!\n\nVazo mya fotya (Hey!)\nS'ola ta palya (Hey!)\nOla tha t'allaxo (Opa!)\nKe tha to fonaxo (Opa!)\nPerasmena xehasmena ki ola ap'tin arhi xana (Opa!)\n\nVazo mya fotya (Hey!)\nS'ola ta palya (Hey!)\nOla tha t'allaxo (Opa!)\nKe tha to fonaxo (Opa!)\nPerasmena xehasmena ki ola ap'tin arhi xana (Opa!)\n\nEkapsa to hthes, nihtes mu palyes\nKi apo to midhen arhizo oso ki an dhe thes\nDhakria kafta psemmata polla\nPlirosa oso hrostusa ke ta dhanika\n\nOpa!\n\nVazo mya fotya (Hey!)\nS'ola ta palya (Hey!)\nOla tha t'allaxo (Opa!)\nKe tha to fonaxo (Opa!)\nPerasmena xehasmena ki ola ap'tin arhi xana (Opa!)\n\nEverybody say: opa!\n\nVazo mya fotya (Hey!)\nS'ola ta palya (Hey!)\nOla tha t'allaxo (Opa!)\nKe tha to fonaxo (Opa!)\nPerasmena xehasmena ki ola ap'tin arhi xana (Opa!)\n\nVazo mya fotya (Hey!)\nS'ola ta palya (Hey!)\nOla tha t'allaxo (Opa!)\nKe tha to fonaxo (Opa!)\nPerasmena xehasmena ki ola ap'tin arhi xana\n\nOpa!","https://youtube.com/watch?v=J50RL1rDisA"
"316",498,2010,"1","14",23,"Portugal","Filipa Azevedo","Ha dias assim","Portuguese","Ballad","Female",1,24,69,NA,NA,18,"Há dias assim\nQue nos deixam sós\nA alma vazia\nA mágoa na voz\n\nGastámos as mãos\nTanto as apertámos\nJá não há palavras\nFoi de tanto as calarmos\n\nHá uma canção\nQue não te cantei\nVersos por rimar\nPoemas que nunca inventei\n\nQuem nos pôs assim?\nA vida rasgada\nQuem te me levou?\nRoubou-me a alma\nMas de ti não sabe nada\n\nHá dias assim\nNão há que esconder\nRecear palavras\nAmar ou sofrer\n\nOcultar sentidos\nFingir que não há\nHá dias perdidos\nEntre cá e lá\n\nHá uma canção\nQue não te cantei\nVersos por rimar\nPoemas que nunca inventei\n\nQuem nos pôs assim?\nA vida rasgada\nQuem te me levou?\nRoubou-me a alma\nMas de ti não sabe nada\n\nSei que um dia saberás\nQue a vida é uma só\nNão volta atrás\n\nQuem nos pôs assim?\nA vida rasgada\nQuem te me levou\nRoubou-me a alma\nMas de ti não sabe nada","https://youtube.com/watch?v=_mTaVdnTMwo"
"317",500,2010,"1","16",9,"Belarus","3+2 feat Robert Wells","Butterflies","English","Ballad","Mix",5,18,22,NA,NA,24,"I'm gonna tell you what 's inside my soul\nWe are so fragile, just like melting snow\nWe've got to come to see the beauty of love\nAnd imagine, and imagine, just imagine\n\nAnd we're like butterflies flying to the sun\nThe sun will never let us look inside\nI believe that this'll be opened up\nBut at the right time\nHeartfully just wait for it, it will come\n\nAnd even if you often were so wrong\nAnd you denied the miracle's possible\nBut you have got to see it anyway\nAnd imagine, and imagine, just imagine\n\nAnd we're like butterflies flying to the sun\nThe sun will never let us look inside\nI believe that this'll be opened up\nBut at the right time\nHeartfully just wait for it, it will come\n\nAnd we're like butterflies flying to the sun (The sun)\nThe sun will never let us look inside (Look inside, I believe)\nI believe that this'll be opened up\nBut at the right time\nHeartfully just wait for it\nAnd all the secrets will come, come out","https://youtube.com/watch?v=5e0FQkgnm4Q"
"318",501,2010,"1","17",16,"Iceland","Hera Bjork","Je ne sais quoi","English","Dance","Female",1,40,57,NA,NA,19,"I am standing strong, I've overcome the sadness in my life\nNow I look up and see the brightest sky above me\nAnd it's reflecting in your eyes\n\nJe ne sais quoi, I know you have a special something\nJe ne sais quoi, oh, something I just can't explain\nAnd when I see your face, I wanna follow my emotions\nJe ne sais pas pourquoi\n\nWhen the clouds are gone the stars come out around us, shining\nAnd all that we see is the love, our hearts aligned together\nTell me, do you feel the same?\n\nJe ne sais quoi, I know you have a special something\nJe ne sais quoi, oh... something I just can't explain\nAnd when I see your face, I wanna follow my emotions\nJe ne sais pas pourquoi\n\nI just love this crazy feeling\nIt's like I've known you all my life\nJe ne sais quoi\n\nJe ne sais quoi, I know you have a special something\nJe ne sais quoi, oh... something I just can't explain\nAnd when I see your face, I wanna follow my emotions\nJe ne sais pas pourquoi","https://youtube.com/watch?v=8vM7XAM6fzo"
"319",503,2010,"2","2",21,"Armenia","Eva Rivas","Apricot Stone","English","Pop","Female",1,166,116,NA,NA,7,"Many, many years ago, when I was a little child\nMama told me you should know our world is cruel and wild\nBut to make your way through cold and heat\nLove is all that you need\n\nI believed her every word, more than anything I heard\nBut I was too scared to lose my fun\nI began to cry a lot and she gave me apricots\nKisses of the earth, fruits of the sun\n\nApricot stone, hidden in my hand\nGiven back to me from the motherland\nApricot stone, I will drop it down in the frozen ground\nI'll just let it make its round\n\nApricot stone, hidden in my hand\nGiven back to me from the motherland\nApricot stone\n\nNow I see the northern stars shining brightly in the storm\nAnd I've got an avatar of my love to keep me warm\nNow I'm not afraid of violent winds\nThey may blow – they can't win\n\nMay the winter stay away from my harvest night and day\nMay God bless and keep my cherished fruit\nGrow my tree up to the sky, once I waved my home goodbye\nI just wanna go back to my roots\n\nApricot stone, hidden in my hand\nGiven back to me from the motherland\nApricot stone, I will drop it down in the frozen ground\nI'll just let it make its round\n\nApricot stone, hidden in my hand\nGiven back to me from the motherland\nApricot stone, hidden in my hand\nGiven back to me from the motherland\nApricot stone","https://youtube.com/watch?v=hgz5TZugISw"
"320",504,2010,"2","3",24,"Israel","Harel Skaat","Milim","Hebrew","Ballad","Male",1,27,134,NA,NA,14,"Shuv ha'etsev kan, shuv hapachad kam\nVehasof nirkam bechaloni\nZgugit sduka veshuv shtika\nMuteshet uzruka bedimyoni\n\nHa'or nirdam, dma'ot shel dam\nSorfot li bagaron\nYadit sruta, tikra shmuta\nKshe'ani shar lach et hashir ha'acharon\n\nHish'art li rak milim, miklat ben hatslalim\nSfarim mesudarim uvein hachadarim\nHish'art li rak milim, zer shel man'ulim\nElohim, hish'art li rak milim\n\nKirot shotkim achshav\nUma lakacht kshebaracht?\nKen, ma lakacht?\nBamilchama hazot ulai nitsacht\nUma nish'ar li kshehalacht?\n\nHish'art li rak milim, miklat ben hatslalim\nSfarim mesudarim uvein hachadarim\nHish'art li rak milim, zer shel man'ulim\nElohim, hish'art li rak milim\n\nHish'art li rak milim, miklat ben hatslalim\nSfarim mesudarim uvein hachadarim\nHish'art li rak milim, zer shel man'ulim\nElohim, hish'art li rak milim\n\nGam lakerach kar kshe'ani nizkar\nEch at hayom mulo\nMu'eret betsilo, nishberet bishvilo\nEt hamilim shehish'art li\nAt achshav omeret lo\n\nHish'art li rak milim, miklat ben hatslalim\nSfarim mesudarim uvein hachadarim\nHish'art li rak milim, zer shel man'ulim\nElohim, hish'art li rak milim\n\nHish'art li rak milim, zer shel man'ulim\nElohai, hish'art li rak milim","https://youtube.com/watch?v=OG7fBifcRLk"
"321",505,2010,"2","4",25,"Denmark","Chanee and N'evergreen","In a Moment Like This","English","Pop","Mix",2,174,121,NA,NA,4,"For as long as I remember\nFor as long as I've been blue\nEvery day since we've been parted\nAll I thought about was you\n\nDidn't need the time for sorrow\nDidn't need the time for pain\nWhat am I supposed to do\nWhen living without you\nWas the worst I ever knew?\n\nIn a moment like this\nWanna know, wanna know, wanna know what you're looking for\nWanna know, wanna know, wanna know did you ask for more\nOh... in a moment like this\nWanna know, wanna know, wanna know what I have to do\nWanna know, wanna know, wanna know how to get to you\nOh... in a moment like this\n\nEver since the day you left me\nOoh… ever since you went away\nI'm lost and I don't know\nWhere am I supposed to go?\nI still miss you so\n\nIn a moment like this\nWanna know, wanna know, wanna know what you're looking for\nWanna know, wanna know, wanna know did you ask for more\nOh... in a moment like this\n\nWhen I need for you to hold me\nSay you love and never leave me\nMy heart will forever be true\n\nIn a moment like this\nWanna know, wanna know, wanna know what you're looking for\nWanna know, wanna know, wanna know did you ask for more\nOh... in a moment like this\nWanna know, wanna know, wanna know what I have to do\nWanna know, wanna know, wanna know how to get to you\nOh... in a moment like this","https://youtube.com/watch?v=nNhIVQ1KBb8"
"322",508,2010,"2","7",1,"Azerbaijan","Safura","Drip Drop","English","Ballad","Female",1,161,116,NA,NA,5,"You are my man, you are my half\nTell me what's happening\nI know something's wrong\nI can tell when you lie\nI can tell you've stopped trying\n\nAnd these last three weeks passed and we barely talked\nI think I know and it's breaking my heart\nAm I in or am I out?\n\nCan I love you forever through this?\nCan I trust in you forever through this?\nI don't know how to stop, how to stop\n\nThese teardro-o-ops\nThat drip drop, drip drop\nDrip drop, drip drop\nWhoah... whoah...\n\nThese teardro-o-ops\nThat drip drop, drip drop\nDrip drop, drip drop\nWhoah... whoah...\n\nTell me where have you been? Why are you late?\nYou smell like lipstick again\nCome on, answer my question\nSay something\nWhy are you acting out?\n\nOh, say it's in my head\n\nCan I love you forever through this?\nCan I trust in you forever through this?\nI don't know how to stop, how to stop\n\nThese teardro-o-ops\nThat drip drop, drip drop\nDrip drop, drip drop\nWhoah... whoah...\n\nI don't wanna cry\nI don't wanna hear your name\nIf this is where it ends\nI don't wanna run\nRun away from myself\nAnd be lost again...\n\n(Can I love you forever through this?)\nOh no no no... oh no no no...\nCan I trust in you forever through this?\n\nI don't know (These teardro-o-ops)\nI don't know (That drip drop, drip drop)\nI don't know (Drip drop, drip drop)\nWhoah... whoah...","https://youtube.com/watch?v=7zWO-V0dmHg"
"323",509,2010,"2","8",17,"Ukraine","Alyosha","Sweet People","English","Ballad","Female",1,94,129,NA,NA,10,"Oh, sweet people\nWhat have we done?\nTell me what is happening?\nFor all that we've built\nTumbles and is gone\n\nOh, sweet people\nHave you no love for mankind?\nMust you go on killing\nJust to pass the time?\n\nThe message is so true\nThe end is really near\nAll these feelings take me down\nIt steals the things so dear\n\nYes, the message is so real\nDon't turn all the earth to stone\nBecause, because, because\nThis is your home\n\nOh, sweet people\nWhat about our children?\nIn theatres and video games\nThey watch what we send to ruin\n\nOh, sweet people\nWhat senseless game\nHave we all been playing?\nNo one but you to blame?\n\nThe message is so true\nThe end is really near\nAll these feelings take me down\nIt steals the things so dear\n\nYes, the message is so real\nDon't turn all the earth to stone\nBecause, because, because\nThis is your home\n\nThis is our home","https://youtube.com/watch?v=NQ2mAuqnXZk"
"324",511,2010,"2","10",19,"Romania","Paula Seling and Ovi","Playing with Fire","English","Pop","Mix",2,155,167,NA,NA,3,"Girl, girl, girl, can't you see what you do to me tonight?\nBoy, boy, boy, if you're mean, I will start a fight tonight\nYou and I could try to stop – uh boy, till you drop\nIf we get together now, we'll burn this place down\n\nYou and me, can't you see, we're playing with fire?\nTell me now, do you feel this burning desire?\nDon't stop, make it rock, it's taking us higher\nCould it be just a dream? Are you running away?\n\nUh ho... uh ho... uh ho...\n\nBoy, boy, boy, what a fight, come and spend with me the night\nGirl, girl, girl, are you sure? – Uhu – I ain't here to fight, alright?\nYou and I could try to stop – uh boy, till you drop\nIf we get together now, we'll burn this place down\n\nYou and me, can't you see, we're playing with fire\nTell me now, do you feel this burning desire?\nDon't stop, make it rock, it's taking us higher\nCould it be just a dream? Are you running away?\n\nUh ho... uh ho... uh ho...\n\nYou and me, can't you see, we're playing with fire?\nTell me now, do you feel this burning desire?\nDon't stop, make it rock, it's taking us higher\nCould it be just a dream? Are you running away?\n\nYou and me, can't you see, we're playing with fire?\nTell me now, do you feel this burning desire?\nDon't stop, make it rock, it's taking us higher\nCould it be just a dream? Are you running away?\n\nUh ho... uh ho... uh\nIf we get together now, we'll burn this place down","https://youtube.com/watch?v=6OlG9g4-cyg"
"325",513,2010,"2","12",10,"Ireland","Niamh Kavanagh","It's for You","English","Ballad","Female",1,15,62,NA,NA,23,"Look into these eyes, hold onto these hands, believe in this heartbeat\nThough you're afraid that I might break, just hold on\nShadows only haunt you when darkness crowds your heart\nSo let the light of my love shine bright\n\nWhen I cry, it's for the lonely\nWhen I pray, it's for the lost and stray\nWhen I love like there's no tomorrow\nNo more words to say, it's for you\n\nLook straight ahead, hold onto your dreams, believe in this magic\nOpen your eyes, open your mind and it's there\nShadows only haunt you when darkness crowds your heart\nSo let the light of my love shine bright\n\nWhen I cry, it's for the lonely\nWhen I pray, it's for the lost and stray\nWhen I love like there's no tomorrow\nNo more words to say...\n\nWhen shadows haunt you and darkness crowds your heart\nLet the light of my love shine bright\n\nWhen I cry, it's for the lonely\nWhen I pray, it's for the lost and stray\nWhen I love like there's no tomorrow\nNo more words to say, it's for you (It's for you)\nIt's for you","https://youtube.com/watch?v=HZnrupI_Mms"
"326",515,2010,"2","14",5,"Cyprus","Jon Lilygreen and The Islanders","Life Looks Better in Spring","English","Pop","Male",1,16,57,NA,NA,21,"Time changes everything, even you and I have changed\nThe rain the winters bring has made us fade away\nI still remember everything, that old December, the fears, the cold\nI really wonder how you feel on these nights, all alone\n\nI hope someday you'll see me\nI hope someday you'll spot me in the crowd\nTake my hand and kiss me\nI hope someday you'll say my name out loud\n\n(Tell me) Tell me about your feelings, tell me about your stories\nLook into my eyes and come on closer, make me immortal with a kiss\n(Tell me) Tell me about your feelings, tell me about your stories\nWe know it's over, so tell me it's over and life will be better in spring\n\nTime changes everything, but this feeling, it still remains\nThe sweetness of the lips I kissed will always be the same\n\nI hope someday you'll see me\nI hope someday you'll spot me in the crowd\nSmile and say you miss me\nI hope someday you'll say my name out loud\n\n(Tell me) Tell me about your feelings, tell me about your stories\nLook into my eyes and come on closer, make me immortal with a kiss\n(Tell me) Tell me about your feelings, tell me about your stories\nWe know it's over, so tell me it's over and life will be better in spring\n\n(Tell me) Tell me about your feelings, tell me about your stories\nLook into my eyes and come on closer, make me immortal with a kiss\n(Tell me) Tell me about your feelings, tell me about your stories\nWe know it's over, so tell me it's over and life will be better in spring","https://youtube.com/watch?v=KVsue-XPY0s"
"327",517,2010,"2","16",13,"Georgia","Sofia Nizharadze","Shine","English","Ballad","Female",1,127,160,NA,NA,9,"Who can ever tell the colour of a soul\nAnd the memories we keep from long ago?\nDo we ever really know each other's past?\n\nYou can't go back to before\nBut tomorrow will bring even more\n\nLike the tide's gonna turn\nYou will know when it's cold\nYou're on your own, but you're never alone\nShine, shine, like the stars in the sky\nWipe your dust off your love, let it shine\n\nSo when nothing's ever really carved in stone\nRemember that your heart is holding on\nAnd when every second melts up in the past\nDon't be afraid it will end\nOnly fear that it never began\n\nLike the tide's gonna turn\nYou will know when it's cold\nYou're on your own, but you're never alone\nShine, shine, like the stars in the sky\nWipe your dust off your love, let it shine\n\nYou can't go back to before\nBut tomorrow will bring even more\n\nLike the tide's gonna turn\nYou will know when it's cold\nYou're on your own, but you're never alone\nShine, shine, like the stars in the sky\nLet it shine","https://youtube.com/watch?v=2-1yBx6IQN0"
"328",518,2010,"2","17",14,"Turkey","maNga","We Could Be the Same","English","Rock","Male",1,177,119,NA,NA,2,"You could be the one in my dreams\nYou could be much more than you seem\nAnything I've wanted in life\nDo you understand what I mean?\nI can see that this could be fate\nI can love you more than they hate\nDoesn't matter who they will blame\nWe can beat them at their own game\n\nI can see it in your eyes\nIt doesn't come as a surprise\nI've seen you dancing like a star\nNo matter how different we are\n\nFor all this time I've been loving you\nDon't even know your name\nFor just one night, we could be the same\nNo matter what they say\n\nAnd I feel I'm turning the page\nAnd I feel the world is a stage\nI don't think that drama will stop\nI don't think they'll give up the rage\nBut I know the world could be great\nI can love you more than they hate\nDoesn't matter who they will blame\nWe can beat them at their own game\n\nI can see it in your eyes\nIt doesn't count as a surprise\nI see you dancing like a star\nNo matter how different we are\n\nFor all this time I've been loving you\nDon't even know your name\nFor just one night, we could be the same\nNo matter what they say\n\nFor all this time I've been loving you\nDon't even know your name\nFor just one night, we could be the same\nNo matter what they say\n\nNo matter what they say\nNo matter what they say\nWe could be the same\nNo matter what they say","https://youtube.com/watch?v=524Yy7JWBd4"
"329",519,2010,"-","-",2,"Spain","Daniel Diges","Algo pequenito","Spanish","Pop","Male",1,106,43,NA,NA,15,"Algo pequeñito, algo chiquitito\nUna rosa blanca, una caricia, un beso dulce y un perdón\nAlgo pequeñito, algo chiquitito\nUn gesto tierno, una mirada, un abrazo o una flor\n\nAlgo pequeñito, algo chiquitito\nUn simple te quiero, con dulzura, con cariño y con pasión\nEs lo que te pido amor, mi vida se derrumba, me partes el corazón\nTrata pronto de cambiar, el tiempo se termina ahora de verdad\n\nAlgo pequeñito, whoa... algo chiquitito, whoa...\nCosas simples que ahora no me das\nQue te pido con locura si no quieres terminar\n\nAlgo pequeñito, whoa... algo chiquitito, whoa...\nEn tus manos tienes la ocasión\nHoy decides si quererme o romperme el corazón\n\nAlgo pequeñito, algo muy bonito\nTu pelo al viento que se enreda entre mis manos al calor\nHas sabido comprender que las pequeñas cosas son las que hacen esto arder\nAhora trata de cambiar que el resto de las cosas ya se arreglarán\n\nAlgo pequeñito, whoa... algo chiquitito, whoa...\nCosas simples que ahora si me das\nQue te quiero con locura y siempre yo te voy a amar\n\nAlgo pequeñito, whoa... algo chiquitito, whoa...\nEn tus manos tienes la ocasión\nDecidiste tú quererme y no romperme el corazón\nY no romperme el corazón\n\nAlgo pequeñito, whoa... algo chiquitito, whoa...\nCosas simples que ahora no me das\nQue te pido con locura si no quieres terminar\n\nAlgo pequeñito, whoa... algo chiquitito, whoa...\nEn tus manos tienes la ocasión\nHoy decides si quererme o romperme el corazón","https://youtube.com/watch?v=_Unb161ZI-s"
"330",520,2010,"-","-",3,"Norway","Didrik Solli-Tangen","My Heart Is Yours","English","Ballad","Male",1,18,61,NA,NA,20,"You are like a sunset behind a mountain somewhere\nAnd when I cannot see you, I know you're still there\n\nBecause my heart is yours, I'll never leave you\nThough we are far apart, I'm by your side\nMy love is never gone, I feel it rise again\nThrough it all, now my heart is yours\n\nYou say I am the moonlight, I watch you at night\nAnd when you cannot see me, I'm still there in the sky\n\nBecause my heart is yours, I'll never leave you\nThough we are far apart, I'm by your side\nMy love is never gone, I feel it rise again\nThrough it all, now my heart is yours\n\nBecause my heart is yours, I'll never leave you\nThough we are far apart, I'm by your side\nMy love is never gone, I feel it rise again\nThrough it all, now my heart is yours","https://youtube.com/watch?v=h3KlbuVZGJw"
"331",521,2010,"-","-",12,"United Kingdom","Josh Dubovie","That Sounds Good to Me","English","Pop","Male",1,NA,NA,NA,NA,25,"How do I begin to imagine\nAll the happy faces I'd like to see?\nThe final destination\nWith sounds of celebration\nIf I could find the opportunity\n\nSo I wonder, who can I turn to?\nWho can make these wishes and dreams come true?\nAnd with you there beside me\nAnd loving hands to guide me\nAnything is possible to do\n\nSo if you bring the sunshine\nI'll bring the good times\nJust add your laughter\nIt's happy ever after\nI don't know about you\nBut that sounds good to me\n\nI can feel it coming together\nAll the loving working so very well\nThere's nothing left to do now\nI'm gonna see it through now\nAnd we can let the future write itself\n\nSo if you bring the sunshine\nI'll bring the good times\nJust add your laughter\nIt's happy ever after\nI don't know about you\nBut that sounds good to me\n\nWhoa... (Oh whoa whoa yeah...)\n\nYou bring the sunshine\nI'll bring the good times\nJust add your laughter\nIt's happy ever after\nI don't know about you\nBut that sounds good to me\n\nI don't know about you\nBut that sounds good to me\n\nThat sounds good to me","https://youtube.com/watch?v=fR7l2xC4cOY"
